timestamp,actionName,userId,ipAddr,id,stageId,partnerId,text
2021-02-08 14:04:02.064253,Create Stage,1,172.19.0.1,Temporary,,,
2021-02-08 14:04:24.862494,Drag and Drop note,1,172.19.0.1,13,43,,
2021-02-08 14:05:10.338124,Create Note,1,172.19.0.1,,,,clean the fridge
2021-02-08 14:05:23.164698,Create Note,1,172.19.0.1,,,,buy groceries
2021-02-08 14:05:23.221038,Open Note,1,172.19.0.1,36,,,
2021-02-08 14:06:22.971767,Create Note,1,172.19.0.1,,,,update the analysis code
2021-02-08 14:06:23.027577,Open Note,1,172.19.0.1,37,,,
2021-02-08 14:06:33.296286,Create Note,1,172.19.0.1,,,,refuealthe car
2021-02-08 14:06:33.348286,Open Note,1,172.19.0.1,38,,,
2021-02-08 14:06:36.137209,Open Note,1,172.19.0.1,38,,,
2021-02-08 14:06:42.296005,Edit Note,1,172.19.0.1,38,,,<p>refueal the car</p>
2021-02-08 14:07:07.015260,Create Note,1,172.19.0.1,,,,schedule work task for the next week
2021-02-08 14:07:07.065717,Open Note,1,172.19.0.1,39,,,
2021-02-08 14:07:10.639071,Open Note,1,172.19.0.1,39,,,
2021-02-08 14:07:14.199526,Edit Note,1,172.19.0.1,39,,,<p>schedule work tasks for the next week</p>
2021-02-08 14:07:56.453725,Drag and Drop note,1,172.19.0.1,14,43,,
2021-02-08 14:08:00.478887,Drag and Drop note,1,172.19.0.1,25,3,,
2021-02-08 14:08:04.403734,Drag and Drop note,1,172.19.0.1,6,68,,
2021-02-08 14:08:09.605754,Drag and Drop note,1,172.19.0.1,27,68,,
2021-02-08 14:08:13.328973,Drag and Drop note,1,172.19.0.1,29,1,,
2021-02-08 14:08:16.625725,Drag and Drop note,1,172.19.0.1,31,2,,
2021-02-08 14:08:23.324292,Drag and Drop note,1,172.19.0.1,15,43,,
2021-02-08 14:08:24.163778,Open Note,1,172.19.0.1,16,,,
2021-02-08 14:08:59.074184,Open Note,1,172.19.0.1,35,,,
2021-02-08 14:09:04.394806,Change Note Colour,1,172.19.0.1,35,,,
2021-02-08 14:09:06.881905,Change Note Colour,1,172.19.0.1,36,,,
2021-02-08 14:09:11.611244,Change Note Colour,1,172.19.0.1,37,,,
2021-02-08 14:09:12.240290,Open Note,1,172.19.0.1,38,,,
2021-02-08 14:09:17.677830,Edit Note,1,172.19.0.1,38,,,<p>refuel the car</p>
2021-02-08 14:09:24.175003,Change Note Colour,1,172.19.0.1,37,,,
2021-02-08 14:09:31.349942,Change Note Colour,1,172.19.0.1,38,,,
2021-02-08 14:09:36.129958,Change Note Colour,1,172.19.0.1,39,,,
2021-02-08 14:09:42.546607,Drag and Drop note,1,172.19.0.1,16,43,,
2021-02-08 14:10:05.227979,Open Note,1,172.19.0.1,17,,,
2021-02-08 14:10:58.551504,Open Note,1,172.19.0.1,35,,,
2021-02-08 14:11:04.102938,Create new tag,1,172.19.0.1,,,,personal
2021-02-08 14:11:06.304915,Change Tag Colour,1,172.19.0.1,12,,,
2021-02-08 14:11:07.616106,Add tag,1,172.19.0.1,35,,,
2021-02-08 14:11:11.055795,Open Note,1,172.19.0.1,36,,,
2021-02-08 14:11:17.023561,Add tag,1,172.19.0.1,36,,,
2021-02-08 14:11:19.740946,Open Note,1,172.19.0.1,37,,,
2021-02-08 14:11:23.623050,Create new tag,1,172.19.0.1,,,,work
2021-02-08 14:11:26.188133,Change Tag Colour,1,172.19.0.1,13,,,
2021-02-08 14:11:27.409897,Add tag,1,172.19.0.1,37,,,
2021-02-08 14:11:31.454476,Open Note,1,172.19.0.1,38,,,
2021-02-08 14:11:37.763455,Add tag,1,172.19.0.1,38,,,
2021-02-08 14:11:45.400383,Open Note,1,172.19.0.1,39,,,
2021-02-08 14:11:51.609345,Add tag,1,172.19.0.1,39,,,
2021-02-08 14:12:09.639627,Drag and Drop note,1,172.19.0.1,17,43,,
2021-02-08 14:12:24.145141,Search with Tag,1,172.19.0.1,,,,personal
2021-02-08 14:12:32.281416,Create Note,1,172.19.0.1,,,,personal 3
2021-02-08 14:12:32.334387,Open Note,1,172.19.0.1,40,,,
2021-02-08 14:12:39.600197,Change Note Colour,1,172.19.0.1,40,,,
2021-02-08 14:12:41.055937,Open Note,1,172.19.0.1,40,,,
2021-02-08 14:12:45.439769,Create new tag,1,172.19.0.1,,,,temp
2021-02-08 14:12:47.007933,Change Tag Colour,1,172.19.0.1,14,,,
2021-02-08 14:12:48.182812,Add tag,1,172.19.0.1,40,,,
2021-02-08 14:12:48.738058,Search with Tag,1,172.19.0.1,,,,personal
2021-02-08 14:12:56.249429,Search with Tag,1,172.19.0.1,,,,work
2021-02-08 14:13:03.443075,Create Note,1,172.19.0.1,,,,work 2
2021-02-08 14:13:03.497378,Open Note,1,172.19.0.1,41,,,
2021-02-08 14:13:04.825458,Open Note,1,172.19.0.1,41,,,
2021-02-08 14:13:09.963848,Add tag,1,172.19.0.1,41,,,
2021-02-08 14:13:10.408974,Search with Tag,1,172.19.0.1,,,,work
2021-02-08 14:13:17.994711,Change Note Colour,1,172.19.0.1,41,,,
2021-02-08 14:14:05.233138,Create Note,1,172.19.0.1,,,,call customer support to fix issue with broadband
2021-02-08 14:14:05.310898,Open Note,1,172.19.0.1,42,,,
2021-02-08 14:14:07.083749,Drag and Drop note,1,172.19.0.1,42,2,,
2021-02-08 14:14:11.204849,Change Note Colour,1,172.19.0.1,42,,,
2021-02-08 14:14:11.929314,Open Note,1,172.19.0.1,42,,,
2021-02-08 14:14:18.690970,Add tag,1,172.19.0.1,42,,,
