timestamp                  ,actionName                    ,odoo-version ,userId ,ipAddr     ,id        ,stageId ,partnerId              ,text
2021-02-08 13:15:45.971042 ,Create Stage                  ,          10 ,     3 ,172.18.0.1 ,Temporary ,        ,                       ,
2021-02-08 13:15:53.957248 ,Move Note                     ,          10 ,     3 ,172.18.0.1 ,23        ,     35 ,                       ,
2021-02-08 13:16:20.663348 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,create work schedule for the week
2021-02-08 13:16:36.993025 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,Working on the last week's tasks
2021-02-08 13:16:45.810900 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,buy milk
2021-02-08 13:16:58.301236 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,clear garbage
2021-02-08 13:17:12.027842 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,verify code for analysis
2021-02-08 13:17:29.577052 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,update git repositories
2021-02-08 13:17:52.916233 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,clean the house
2021-02-08 13:18:10.956485 ,Create Note                   ,          10 ,     3 ,172.18.0.1 ,          ,        ,                       ,buy groceries
2021-02-08 13:18:13.810320 ,Open Note                     ,          10 ,     3 ,172.18.0.1 ,24        ,        ,                       ,
2021-02-08 13:18:19.815980 ,Move Note                     ,          10 ,     3 ,172.18.0.1 ,24        ,     35 ,                       ,
2021-02-08 13:18:25.573174 ,Open Note                     ,          10 ,     3 ,172.18.0.1 ,25        ,        ,                       ,
2021-02-08 13:18:28.611741 ,Edit Note                     ,          10 ,     3 ,172.18.0.1 ,25        ,        ,                       ,<p>Move the notes to the correct column (if not done before)</p><p><br></p><p>two ways of doing it:</p><p>- Drag and drop</p><p>- Click on the column name on top right position after opening the note&nbsp;</p>
2021-02-08 13:19:14.385579 ,Move Note                     ,          10 ,     3 ,172.18.0.1 ,32        ,      2 ,                       ,
