timestamp                  ,actionName                    ,odoo-version ,userId ,ipAddr     ,id   ,stageId ,partnerId                  ,text
2021-03-04 01:51:13.985694 ,Create Stage                  ,          10 ,     7 ,172.18.0.1 ,Temp ,        ,                           ,
2021-03-04 01:51:19.011456 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,23   ,     35 ,                           ,
2021-03-04 01:51:38.827294 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,Review conference paper
2021-03-04 01:51:49.328897 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,clean the car
2021-03-04 01:51:53.600222 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,clean the house
2021-03-04 01:52:30.589044 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,make an appointment with the doctor
2021-03-04 01:52:51.429233 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,read the remaining papers
2021-03-04 01:53:10.994581 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,organise the literature
2021-03-04 01:53:57.932975 ,Create Note                   ,          10 ,     7 ,172.18.0.1 ,     ,        ,                           ,buy milk
2021-03-04 01:54:06.057767 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,24   ,     35 ,                           ,
2021-03-04 01:54:11.363989 ,Open Note                     ,          10 ,     7 ,172.18.0.1 ,24   ,        ,                           ,
2021-03-04 01:54:33.037650 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,41   ,      3 ,                           ,
2021-03-04 01:54:34.576205 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,42   ,      1 ,                           ,
2021-03-04 01:54:38.464855 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,43   ,      1 ,                           ,
2021-03-04 01:54:39.809824 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,42   ,      2 ,                           ,
2021-03-04 01:54:42.350674 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,35   ,     61 ,                           ,
2021-03-04 01:54:44.909683 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,46   ,      3 ,                           ,
2021-03-04 01:54:46.432967 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,48   ,      3 ,                           ,
2021-03-04 01:54:47.539445 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,49   ,      2 ,                           ,
2021-03-04 01:54:49.249810 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,51   ,      3 ,                           ,
2021-03-04 01:54:51.894470 ,Open Note                     ,          10 ,     7 ,172.18.0.1 ,52   ,        ,                           ,
2021-03-04 01:54:53.609534 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,52   ,      3 ,                           ,
2021-03-04 01:54:59.356551 ,Move Note                     ,          10 ,     7 ,172.18.0.1 ,25   ,     35 ,                           ,
2021-03-04 01:55:09.882757 ,Change Note Colour            ,          10 ,     7 ,172.18.0.1 ,47   ,        ,                           ,
